,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long
1091590,1653563098,1654599251,19171,Stargate Connections Inc.,98.143.94.218,49.2767,-123.13,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1091599,3497430254,1654599251,19171,Stargate Connections Inc.,208.118.140.238,49.2788,-123.1139,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1091642,1653560604,1654599251,19171,Stargate Connections Inc.,98.143.85.28,49.2475,-123.121,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1091711,1090361019,1654599250,19171,Stargate Connections Inc.,64.253.150.187,49.1707,-122.7326,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1092331,2927035370,1654599250,812,Rogers Communications Canada Inc.,174.119.3.234,44.3001,-79.6496,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1093332,1676626115,1654599251,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1093944,1210506860,1654599250,7992,Cogeco Cable,72.38.222.108,42.2007,-83.0276,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1095834,1654599251,1677619609,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.254.113.153,43.0147,-81.3049
1095930,1654599251,416559808,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,35911,Telebec,24.212.50.192,48.1002,-77.7828
1096121,3097645524,1654599251,5769,Videotron Telecom Ltee,184.162.81.212,45.4594,-73.5501,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1096636,3625170708,1654599251,40029,Novus Entertainment Inc.,216.19.183.20,49.2788,-123.1139,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1096839,3473289421,1654599251,852,TELUS Communications Inc.,207.6.48.205,49.2666,-123.1976,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1096859,1654599251,3473289373,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,207.6.48.157,49.2666,-123.1976
1096868,3473289373,1654599251,852,TELUS Communications Inc.,207.6.48.157,49.2666,-123.1976,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1096898,1654599251,3473289421,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,852,TELUS Communications Inc.,207.6.48.205,49.2666,-123.1976
1096904,1654599250,3473289421,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,207.6.48.205,49.2666,-123.1976
1096905,875246285,1654599250,16509,"Amazon.com, Inc.",52.43.50.205,45.8696,-119.688,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1098814,2393314589,1654599250,855,Bell Canada,142.167.21.29,47.5194,-52.8122,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1099587,416559808,1654599250,35911,Telebec,24.212.50.192,48.1002,-77.7828,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1099694,1654599251,2393314589,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.167.21.29,47.5194,-52.8122
1101286,2393314589,1654599251,855,Bell Canada,142.167.21.29,47.5194,-52.8122,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1101462,1654599250,2393314589,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.167.21.29,47.5194,-52.8122
1101711,1748719339,1654599250,7018,"AT&T Services, Inc.",104.59.86.235,39.8512,-86.2651,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1102446,1654599250,1676002880,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.229.198.64,43.6656,-79.383
1109869,1654599250,1255890618,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",74.219.94.186,39.7851,-86.1665
1116601,1654599251,1745054491,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617
1121311,1654599250,2393314675,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.167.21.115,47.5194,-52.8122
1135104,1612055057,1654599250,5769,Videotron Telecom Ltee,96.22.2.17,45.518299999999996,-73.5023,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1135886,1612055057,1654599251,5769,Videotron Telecom Ltee,96.22.2.17,45.518299999999996,-73.5023,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1149388,1748719339,1654599251,7018,"AT&T Services, Inc.",104.59.86.235,39.8512,-86.2651,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1156361,3096782712,1654599251,577,Bell Canada,184.149.39.120,43.6655,-79.4378,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1158001,1673329715,1654599250,7018,"AT&T Services, Inc.",99.188.252.51,41.4807,-87.7277,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1163352,1673329715,1654599251,7018,"AT&T Services, Inc.",99.188.252.51,41.4807,-87.7277,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1171865,1210467562,1654599251,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1181189,3349638544,1654599250,22652,Fibrenoire Inc.,199.167.109.144,43.6564,-79.386,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1181827,1654599250,2391207502,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.134.238.78,47.483,-52.8415
1193017,2389785160,1654599251,577,Bell Canada,142.113.58.72,47.3507,-71.202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1194945,2393068192,1654599250,855,Bell Canada,142.163.82.160,47.5986,-52.6926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1200773,1654599250,1677294640,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.249.124.48,47.5334,-52.7595
1200869,410143522,1654599250,812,Rogers Communications Canada Inc.,24.114.75.34,43.6861,-79.4025,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1202239,410143522,1654599251,812,Rogers Communications Canada Inc.,24.114.75.34,43.6861,-79.4025,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1204959,2917629101,1654599250,22652,Fibrenoire Inc.,173.231.124.173,43.6784,-79.2941,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1229503,1675964981,1654599251,812,Rogers Communications Canada Inc.,99.229.50.53,43.8156,-79.4534,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1231043,1675964981,1654599250,812,Rogers Communications Canada Inc.,99.229.50.53,43.8156,-79.4534,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1233338,2393257020,1654599250,855,Bell Canada,142.166.52.60,47.5334,-52.7595,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1233479,2393257020,1654599251,855,Bell Canada,142.166.52.60,47.5334,-52.7595,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1240368,1654599251,2392981597,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.162.0.93,47.5986,-52.6926
1240463,1654599250,2392981597,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.162.0.93,47.5986,-52.6926
1241331,2392981597,1654599250,855,Bell Canada,142.162.0.93,47.5986,-52.6926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1241961,2392981597,1654599251,855,Bell Canada,142.162.0.93,47.5986,-52.6926,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1244036,3096949733,1654599251,36522,BELL MOBILITY INC.,184.151.179.229,43.6736,-79.4035,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1244108,1654599250,2621001610,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,156.57.79.138,47.5167,-52.7833
1244419,410143289,1654599250,812,Rogers Communications Canada Inc.,24.114.74.57,43.6861,-79.4025,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1244813,410143289,1654599251,812,Rogers Communications Canada Inc.,24.114.74.57,43.6861,-79.4025,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1272740,1654599251,1675964981,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.229.50.53,43.8156,-79.4534
1273614,1654599250,1675964981,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.229.50.53,43.8156,-79.4534
1280755,1654599250,1632558126,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.220.46,40.5099,-85.6264
1290419,3096966898,1654599250,36522,BELL MOBILITY INC.,184.151.246.242,45.4166,-75.6904,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1291858,1654599251,2393257102,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.166.52.142,47.5334,-52.7595
1292107,3349638544,1654599251,22652,Fibrenoire Inc.,199.167.109.144,43.6564,-79.386,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1296084,1616135001,1654599250,7922,"Comcast Cable Communications, LLC",96.84.67.89,41.8802,-87.7566,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1298954,1088895481,1654599251,577,Bell Canada,64.231.57.249,43.8769,-79.2686,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1303462,845530229,1654599250,577,Bell Canada,50.101.196.117,43.9251,-78.8287,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1304637,1616135001,1654599251,7922,"Comcast Cable Communications, LLC",96.84.67.89,41.8802,-87.7566,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1307247,3096949263,1654599250,36522,BELL MOBILITY INC.,184.151.178.15,43.6736,-79.4035,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1308004,2393990864,1654599250,855,Bell Canada,142.177.102.208,47.5124,-52.6729,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1310038,2393990864,1654599251,855,Bell Canada,142.177.102.208,47.5124,-52.6729,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1319442,3096966898,1654599251,36522,BELL MOBILITY INC.,184.151.246.242,45.4166,-75.6904,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1321139,845530229,1654599251,577,Bell Canada,50.101.196.117,43.9251,-78.8287,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1340749,2392989317,1654599251,855,Bell Canada,142.162.30.133,47.5986,-52.6926,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1341406,1654599250,2392989317,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.162.30.133,47.5986,-52.6926
1341683,2392989317,1654599250,855,Bell Canada,142.162.30.133,47.5986,-52.6926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1348075,1654599251,845530229,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,50.101.196.117,43.9251,-78.8287
1349110,1654599251,2392989317,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.162.30.133,47.5986,-52.6926
1352347,1088696115,1654599250,577,Bell Canada,64.228.47.51,47.3507,-71.202,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1352944,1088696115,1654599251,577,Bell Canada,64.228.47.51,47.3507,-71.202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1367513,407911751,1654599251,6327,Shaw Communications Inc.,24.80.61.71,49.2275,-122.9301,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1370882,1242347952,1654599250,577,Bell Canada,74.12.185.176,43.9251,-78.8287,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
