,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
1265213,395152,CloudPBX,43.6319,-79.3716,6621,Hughes Network Systems,31.989,-83.3217
1272740,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.8156,-79.4534
1274737,812,Rogers Communications Canada Inc.,43.8156,-79.4534,393755,CloudPBX,43.6319,-79.3716
1287039,395152,CloudPBX,43.6319,-79.3716,18809,Cable Onda,8.9936,-79.5197
1288123,18809,Cable Onda,8.9936,-79.5197,393755,CloudPBX,43.6319,-79.3716
1288723,393755,CloudPBX,43.6319,-79.3716,18809,Cable Onda,8.9936,-79.5197
1290419,36522,BELL MOBILITY INC.,45.4166,-75.6904,395766,CloudPBX,40.7432,-75.2242
1296084,7922,"Comcast Cable Communications, LLC",41.8802,-87.7566,395766,CloudPBX,40.7432,-75.2242
1297835,855,Bell Canada,45.0691,-64.4696,393755,CloudPBX,43.6319,-79.3716
1314762,812,Rogers Communications Canada Inc.,49.248,-123.0913,395152,CloudPBX,43.6319,-79.3716
1319044,395152,CloudPBX,43.6319,-79.3716,9009,M247 Ltd,25.7806,-80.1826
1321427,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.9251,-78.8287
1321880,40788,Start Communications,43.4881,-79.7098,395152,CloudPBX,43.6319,-79.3716
1330290,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,47.8304,-69.5342
1343965,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,47.3507,-71.202
1344449,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,47.3507,-71.202
1345183,577,Bell Canada,47.3507,-71.202,395152,CloudPBX,43.6319,-79.3716
1347383,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.45,-73.75
1350928,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.8909,-81.3236
1352568,40788,Start Communications,43.5647,-79.5852,393755,CloudPBX,43.6319,-79.3716
1353167,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5647,-79.5852
1365892,36522,BELL MOBILITY INC.,45.9106,-66.6586,393755,CloudPBX,43.6319,-79.3716
